"No.","Time","Source","Destination","Protocol","Length","Leftover Capture Data","Leftover Capture Data","Info"
"4445","313.438197","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4447","313.694193","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"4449","313.798217","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4451","313.814154","1.2.1","host","USB","72","0000180000000000","0000180000000000","URB_INTERRUPT in"
"4453","313.918193","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4459","314.894115","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"4461","315.014152","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4467","315.622116","1.2.1","host","USB","72","0000180000000000","0000180000000000","URB_INTERRUPT in"
"4469","315.734131","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4475","316.806102","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"4477","316.910108","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4479","317.070179","1.2.1","host","USB","72","0000200000000000","0000200000000000","URB_INTERRUPT in"
"4481","317.182179","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4487","317.686162","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4489","317.798170","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4495","318.846092","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"4497","318.958169","1.2.1","host","USB","72","00000c2c00000000","00000c2c00000000","URB_INTERRUPT in"
"4499","318.966101","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4501","319.046169","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4503","319.142171","1.2.1","host","USB","72","0000060000000000","0000060000000000","URB_INTERRUPT in"
"4505","319.238106","1.2.1","host","USB","72","0000060400000000","0000060400000000","URB_INTERRUPT in"
"4507","319.278097","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"4513","319.342158","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4515","319.390121","1.2.1","host","USB","72","00000f0000000000","00000f0000000000","URB_INTERRUPT in"
"4517","319.446096","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4519","319.502098","1.2.1","host","USB","72","00000f0000000000","00000f0000000000","URB_INTERRUPT in"
"4521","319.606099","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4523","319.702162","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"4525","319.790093","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4527","319.862159","1.2.1","host","USB","72","0000070000000000","0000070000000000","URB_INTERRUPT in"
"4529","319.982158","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4535","320.742160","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4537","320.838146","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4539","320.998152","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"4541","321.126145","1.2.1","host","USB","72","00000b0c00000000","00000b0c00000000","URB_INTERRUPT in"
"4543","321.158108","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"4545","321.246162","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4551","321.390108","1.2.1","host","USB","72","0000100000000000","0000100000000000","URB_INTERRUPT in"
"4553","321.494114","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4555","321.566147","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4557","321.662155","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4559","321.702083","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"4561","321.790152","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4563","321.870146","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"4565","321.958148","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4567","321.966154","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4569","322.054152","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4575","322.798079","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"4577","322.878135","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4579","323.038155","1.2.1","host","USB","72","0000070000000000","0000070000000000","URB_INTERRUPT in"
"4581","323.134118","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4587","323.382071","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"4589","323.462150","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4591","323.670070","1.2.1","host","USB","72","0000070000000000","0000070000000000","URB_INTERRUPT in"
"4593","323.774068","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4595","324.022143","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"4597","324.118107","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4603","324.414099","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"4605","324.550071","1.2.1","host","USB","72","0000110700000000","0000110700000000","URB_INTERRUPT in"
"4607","324.558083","1.2.1","host","USB","72","0000070000000000","0000070000000000","URB_INTERRUPT in"
"4609","324.670076","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4611","324.678068","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4613","324.782136","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4619","325.534088","1.2.1","host","USB","72","00001a0000000000","00001a0000000000","URB_INTERRUPT in"
"4621","325.622101","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4623","325.662088","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"4625","325.774096","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4627","326.254057","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"4633","326.350055","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"4635","326.446054","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4637","327.118098","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4639","327.214067","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4641","327.270052","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"4643","327.278056","1.2.1","host","USB","72","00000c1200000000","00000c1200000000","URB_INTERRUPT in"
"4649","327.342048","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"4651","327.350066","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4653","327.374053","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4655","327.462050","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4657","327.902049","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"4659","327.990052","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4661","328.054091","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"4663","328.158047","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4665","328.190079","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4667","328.294107","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4669","328.310043","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"4675","328.382083","1.2.1","host","USB","72","0000041600000000","0000041600000000","URB_INTERRUPT in"
"4677","328.446055","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"4679","328.502058","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4681","328.726047","1.2.1","host","USB","72","00000e0000000000","00000e0000000000","URB_INTERRUPT in"
"4683","328.838103","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"4685","328.926048","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4687","329.006070","1.2.1","host","USB","72","0000070000000000","0000070000000000","URB_INTERRUPT in"
"4689","329.134111","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4691","329.166049","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4693","329.270047","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4699","329.534113","1.2.1","host","USB","72","00001a0000000000","00001a0000000000","URB_INTERRUPT in"
"4701","329.638117","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4703","329.670104","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"4705","329.790036","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4707","329.798058","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"4709","329.870106","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4711","329.966103","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"4713","330.078044","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4715","330.214036","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"4717","330.286111","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4723","330.822035","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4725","330.910111","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4727","331.278091","1.2.1","host","USB","72","00000a0000000000","00000a0000000000","URB_INTERRUPT in"
"4733","331.358063","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4735","331.366033","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"4737","331.454096","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4739","331.550094","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"4741","331.614053","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4743","331.702088","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"4745","331.798069","1.2.1","host","USB","72","0000110a00000000","0000110a00000000","URB_INTERRUPT in"
"4747","331.806027","1.2.1","host","USB","72","00000a0000000000","00000a0000000000","URB_INTERRUPT in"
"4749","331.902089","1.2.1","host","USB","72","00000a2c00000000","00000a2c00000000","URB_INTERRUPT in"
"4751","331.910026","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4753","332.014095","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4755","332.150100","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"4757","332.254100","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4763","332.342017","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"4765","332.430030","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4767","332.438065","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4769","332.534084","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4779","334.766079","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"4781","334.822026","1.2.1","host","USB","72","00000b0800000000","00000b0800000000","URB_INTERRUPT in"
"4783","334.878086","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"4785","334.934019","1.2.1","host","USB","72","0000082c00000000","0000082c00000000","URB_INTERRUPT in"
"4787","334.942020","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4789","335.038077","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4791","335.158081","1.2.1","host","USB","72","00000d0000000000","00000d0000000000","URB_INTERRUPT in"
"4793","335.246027","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4795","335.326087","1.2.1","host","USB","72","0000180000000000","0000180000000000","URB_INTERRUPT in"
"4801","335.422083","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4803","335.454079","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"4805","335.526025","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4807","335.614081","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"4809","335.734076","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4811","335.750069","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4813","335.846024","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4819","336.510069","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"4821","336.606014","1.2.1","host","USB","72","0000160400000000","0000160400000000","URB_INTERRUPT in"
"4823","336.662076","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"4825","336.702068","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4827","336.734010","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"4829","336.838011","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4831","336.846008","1.2.1","host","USB","72","0000070000000000","0000070000000000","URB_INTERRUPT in"
"4833","336.958069","1.2.1","host","USB","72","0000072c00000000","0000072c00000000","URB_INTERRUPT in"
"4835","336.966014","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4837","337.062068","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4843","337.822064","1.2.1","host","USB","72","0000060000000000","0000060000000000","URB_INTERRUPT in"
"4845","337.934002","1.2.1","host","USB","72","0000060400000000","0000060400000000","URB_INTERRUPT in"
"4847","337.950007","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"4849","338.022064","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4851","338.078064","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"4853","338.190068","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4855","338.238066","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4857","338.325991","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4863","338.438061","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"4865","338.534057","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4867","338.574066","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4869","338.654063","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4871","338.910073","1.2.1","host","USB","72","00000a0000000000","00000a0000000000","URB_INTERRUPT in"
"4873","338.990068","1.2.1","host","USB","72","00000a1200000000","00000a1200000000","URB_INTERRUPT in"
"4875","339.014013","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"4877","339.110069","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4879","339.134002","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4881","339.213990","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4887","339.413986","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"4889","339.502059","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4891","339.606052","1.2.1","host","USB","72","0000180000000000","0000180000000000","URB_INTERRUPT in"
"4893","339.718057","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4895","339.726061","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"4897","339.838068","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4899","339.846015","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4901","339.950054","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4907","340.725989","1.2.1","host","USB","72","0000090000000000","0000090000000000","URB_INTERRUPT in"
"4909","340.829980","1.2.1","host","USB","72","0000091200000000","0000091200000000","URB_INTERRUPT in"
"4911","340.838009","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"4913","340.925986","1.2.1","host","USB","72","0000121500000000","0000121500000000","URB_INTERRUPT in"
"4915","340.933987","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"4917","341.045980","1.2.1","host","USB","72","0000152c00000000","0000152c00000000","URB_INTERRUPT in"
"4919","341.053986","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4921","341.141994","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4923","341.166050","1.2.1","host","USB","72","0000040000000000","0000040000000000","URB_INTERRUPT in"
"4925","341.278061","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4927","341.326046","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4933","341.413976","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4935","341.942042","1.2.1","host","USB","72","00001a0000000000","00001a0000000000","URB_INTERRUPT in"
"4937","342.022045","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4939","342.038044","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"4941","342.134047","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4947","342.645970","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"4949","342.742030","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4951","342.854038","1.2.1","host","USB","72","00000f0000000000","00000f0000000000","URB_INTERRUPT in"
"4953","342.925966","1.2.1","host","USB","72","00000f0800000000","00000f0800000000","URB_INTERRUPT in"
"4955","342.949968","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"4957","343.037998","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4959","343.054042","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4961","343.158035","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4967","344.102010","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"4969","344.206024","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4971","344.214032","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"4973","344.309961","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4975","344.334008","1.2.1","host","USB","72","00000e0000000000","00000e0000000000","URB_INTERRUPT in"
"4981","344.429984","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4983","344.477991","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"4985","344.574032","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4987","344.677990","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"4989","344.749990","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4991","345.125969","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"4993","345.213955","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"4995","345.254024","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"5001","345.357948","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5003","345.389960","1.2.1","host","USB","72","00001a0000000000","00001a0000000000","URB_INTERRUPT in"
"5005","345.469957","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5007","346.294021","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"5009","346.349978","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5015","346.773985","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"5017","346.805954","1.2.1","host","USB","72","0000111200000000","0000111200000000","URB_INTERRUPT in"
"5019","346.877974","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
"5021","346.957977","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5023","346.973951","1.2.1","host","USB","72","00001a0000000000","00001a0000000000","URB_INTERRUPT in"
"5025","347.102018","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5027","347.125952","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"5029","347.254015","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5035","348.013943","1.2.1","host","USB","72","00000b0000000000","00000b0000000000","URB_INTERRUPT in"
"5037","348.125938","1.2.1","host","USB","72","00000b0800000000","00000b0800000000","URB_INTERRUPT in"
"5039","348.141939","1.2.1","host","USB","72","0000080000000000","0000080000000000","URB_INTERRUPT in"
"5041","348.213938","1.2.1","host","USB","72","0000082c00000000","0000082c00000000","URB_INTERRUPT in"
"5043","348.229941","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"5045","348.317963","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5051","348.925953","1.2.1","host","USB","72","00000d0000000000","00000d0000000000","URB_INTERRUPT in"
"5053","349.029954","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5055","349.110010","1.2.1","host","USB","72","0000180000000000","0000180000000000","URB_INTERRUPT in"
"5057","349.214014","1.2.1","host","USB","72","0000181600000000","0000181600000000","URB_INTERRUPT in"
"5059","349.237996","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"5061","349.302002","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5067","349.405937","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"5069","349.494005","1.2.1","host","USB","72","0000172c00000000","0000172c00000000","URB_INTERRUPT in"
"5071","349.517994","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"5073","349.621971","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5079","351.029943","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"5081","351.085993","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5083","351.173991","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"5085","351.237930","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5087","351.309998","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"5093","351.397991","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5095","351.469992","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"5097","351.533932","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5099","351.589991","1.2.1","host","USB","72","00002a0000000000","00002a0000000000","URB_INTERRUPT in"
"5101","351.693994","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5103","352.045920","1.2.1","host","USB","72","00000d0000000000","00000d0000000000","URB_INTERRUPT in"
"5105","352.133987","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5107","352.205924","1.2.1","host","USB","72","0000180000000000","0000180000000000","URB_INTERRUPT in"
"5109","352.285936","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5111","352.309923","1.2.1","host","USB","72","0000160000000000","0000160000000000","URB_INTERRUPT in"
"5117","352.389980","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5119","352.413924","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"5121","352.509922","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5179","366.517911","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"5181","366.613846","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5187","368.061895","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"5189","368.173898","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5195","368.573906","1.2.1","host","USB","72","0000150000000000","0000150000000000","URB_INTERRUPT in"
"5197","368.677919","1.2.1","host","USB","72","0000151c00000000","0000151c00000000","URB_INTERRUPT in"
"5199","368.685836","1.2.1","host","USB","72","00001c0000000000","00001c0000000000","URB_INTERRUPT in"
"5201","368.781833","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5203","368.869906","1.2.1","host","USB","72","00000c0000000000","00000c0000000000","URB_INTERRUPT in"
"5205","368.973846","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5207","369.069892","1.2.1","host","USB","72","0000110000000000","0000110000000000","URB_INTERRUPT in"
"5209","369.125876","1.2.1","host","USB","72","0000110a00000000","0000110a00000000","URB_INTERRUPT in"
"5211","369.149895","1.2.1","host","USB","72","00000a0000000000","00000a0000000000","URB_INTERRUPT in"
"5213","369.245835","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5215","369.333909","1.2.1","host","USB","72","00002c0000000000","00002c0000000000","URB_INTERRUPT in"
"5221","369.437908","1.2.1","host","USB","72","0000000000000000","0000000000000000","URB_INTERRUPT in"
"5223","369.469896","1.2.1","host","USB","72","0000170000000000","0000170000000000","URB_INTERRUPT in"
"5225","369.573895","1.2.1","host","USB","72","0000171200000000","0000171200000000","URB_INTERRUPT in"
"5227","369.581833","1.2.1","host","USB","72","0000120000000000","0000120000000000","URB_INTERRUPT in"
